identifier,municipality,location,feature,owner,year_built_replaced,last_inspection,sd_fo_status,rating
gara,Niagara Falls (City),0.2 MI W JCT RT US62& 104,957A 957A54013006 SEWAGE PLANT ROAD,2P - NYS Power Authority,1930,08/30/2016,FO,6.44
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
gara,Niagara Falls (City),0.1 MI NW JCT RTS 104&182,957A 957A54013013 182  X,2P - NYS Power Authority,1962,08/31/2016,FO,6.18
gara,Niagara Falls (City),957A AT JCT RT 190I & 384,957A957A54011001 957A OFF RAMP EB,2P - NYS Power Authority,1960,08/21/2017,FO,5.91
gara,Niagara Falls (City),1.8 MI W JCT RT 957A&190I,957A957A54011019 GILL CREEK,2P - NYS Power Authority,1962,08/17/2016,FO,6.35
gara,Niagara Falls (City),GOAT ISLAND-NIAGARA FALLS,AMERICAN FALLS BR GOAT ISLAND DRIVE,2J - Niagara Frontier State,1958,10/05/2016,FO,6.83
gara,Niagara Falls (City),NIAGARA FALLS EAST,CAYUGA DRIVE CAYUGA CREEK,42 - City,1978,06/30/2016,N,6.48
gara,Niagara Falls (City),1 MI SW JCT RTS 31  & 61,ELEVENTH STREET CSX TRANS/AMTRAK,42 - City,1980,08/26/2016,N,5.37
gara,Niagara Falls (City),NIAGARA FALLS SW,GOAT IS-GREEN IS NIAGARA RIVER,2J - Niagara Frontier State,1901,10/17/2016,SD,4.10
gara,Niagara Falls (City),3.8 MI W EXIT 21 OF I190,GOAT ISLND ACCESS AMERICAN RAPIDS,2J - Niagara Frontier State,1960,11/04/2016,FO,4.79
gara,Niagara Falls (City),NIAGARA FALLS EAST,LINDBERGH AVENUE CAYUGA CREEK,42 - City,1956,10/06/2016,N,6.23
gara,Niagara Falls (City),NIAGARA FALLS NW.,LOCKPORT STREET CSX TRANS/AMTRAK,42 - City,1966,08/17/2017,N,6.78
gara,Niagara Falls (City),NIAGARA FALLS SW,MAINLAND GREEN IS NIAGARA RIVER,2J - Niagara Frontier State,1901,10/17/2016,SD,3.48
gara,Niagara Falls (City),190I Exit 21,Main Line NB I190 South Ramp,NYSDOT,2010,12/01/2015,FO,6.26
gara,Niagara Falls (City),0.1M W ON NIAGARAST&RTE61,NIAGARA STREET GILL CREEK,42 - City,1990,09/20/2016,N,6.56
gara,Niagara Falls (City),NIAGARA FALLS SE,PACKARD ROAD CSX TRANSPRTATION,42 - City,1962,09/09/2016,N,5.68
gara,Niagara Falls (City),NIAGARA FALLS SOUTH,PACKARD ROAD GILL CREEK,42 - City,1946,06/05/2017,FO,5.64
gara,Niagara Falls (City),0.1 MI W OF INT 104 & 384,RAINBOW BRIDGE NIAGARA RIVER,2I - Niagara Falls Bridge,1941,05/12/2017,FO,5.84
gara,Niagara Falls (City),BTWN SH62A&SH182 OV HY PK,ROBBINS DRIVE HYDE PARK LAKE,42 - City,1937,10/18/2016,N,6.75
gara,Niagara Falls (City),"1.4 MI E INT N21,I190",SOUTH 86TH STREET LITTLE NIAG RIVER,42 - City,1982,10/06/2016,N,6.40
gara,Niagara Falls (City),JCT RT 182 + NIAGARA R.,WHIRPOOL RAP BR VIA / Amtrak Railway,2I - Niagara Falls Bridge,1897,06/17/2016,FO,5.81
gara,Niagara (Town),0.1 MI W JCT RTS 31 & 265,31  31 54012016 GILL CREEK,NYSDOT,2003,08/23/2017,N,6.00
gara,Niagara (Town),0.8 MI W JCT RTS 182 & 62,182 182 54012023 CAYUGA CREEK,NYSDOT,1995,11/27/2015,N,6.46
gara,Niagara (Town),0.2 MI S JCT RT 190I& 182,190I190I54011025 PACKARD RD CR82,NYSDOT,1964,10/13/2016,FO,5.06
gara,Niagara (Town),0.2 MI S JCT RT 190I& 182,190I190I54011025 PACKARD RD CR82,NYSDOT,1964,11/09/2015,FO,5.25
gara,Niagara (Town),JCT RTS 190I & 182,190I190I54011026 182 182 54012003,NYSDOT,1964,10/03/2016,FO,5.71
gara,Niagara (Town),JCT RTS 190I & 182,190I190I54011026 182 182 54012004,NYSDOT,1964,10/03/2016,FO,5.46
gara,Niagara (Town),JCT RT 31 + I-190,190I190I54011048 31  31 54012011,NYSDOT,1961,05/10/2016,N,6.00
gara,Niagara (Town),2.5 MI NE OF NIAGARA FLLS,LOCKPORT ROAD CSX TRANS/ AMTRAK,30 - County,1959,09/16/2016,N,5.86
gara,Niagara (Town),1.8 MI NE OFNIAGARA FALLS,TUSCARORA ROAD CSXT/AMTRAK,40 - Town,1963,08/11/2017,N,6.72
gara,North Tonawanda (City),0.6 MI NW JCT RT 62 & 425,DEMLER ROAD SAWYER CREEK,40 - Town,1997,09/27/2016,N,5.67
gara,North Tonawanda (City),0.7 MI NW JCT RT 62 & 425,KLEMER ROAD SAWYER CREEK,40 - Town,1997,05/18/2016,N,6.33
gara,North Tonawanda (City),N. TONAWANDA SOUTH,TAYLOR DRIVE LITTLE RIVER,42 - City,1966,10/03/2016,N,6.40
gara,Pendleton (Town),0.1 MI S JCT RTS 78 & 93,78  78 54031031 DONNER CREEK,NYSDOT,1969,05/23/2017,N,6.00
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
gara,Pendleton (Town),1.9 MI.SW OF PENDLETONCTR,AIKEN ROAD BULL CREEK,40 - Town,1948,07/10/2017,SD,4.75
gara,Pendleton (Town),2.6 MI SW PENDLETON CTR.,BEAR RIDGE ROAD TRB TONAWANDA CRK,30 - County,1982,07/10/2017,N,1.00
gara,Pendleton (Town),1.7 MI E OF PENDLETON CTR,BEAR RIDGE ROAD UNNAMED STREAM,30 - County,1933,06/22/2017,N,6.00
gara,Pendleton (Town),FISK RD OVER BARGE CANAL,COUNTY ROAD 121 ERIE CANAL,30 - County,1985,06/17/2015,N,5.40
gara,Pendleton (Town),3.2 MI. S OF LOCKPORT,DONNER ROAD UNNAMED STREAM,40 - Town,1965,10/07/2015,N,6.22
gara,Pendleton (Town),2.4 MI E OF PENDLETON CTR,EAST CANAL ROAD UNNAMED STREAM,30 - County,1958,05/10/2017,N,4.46
gara,Pendleton (Town),2.4 MI. E OF SHAWNEE,LOCKPORT ROAD BULL CREEK,30 - County,2016,10/14/2016,SD,7.00
gara,Pendleton (Town),2.5 MI EAST OF SHAWNEE,MAPLETON ROAD BULL CREEK,30 - County,2012,08/18/2016,N,6.57
gara,Pendleton (Town),6.3 MI SW JCT SH78 &CANAL,N TONAWANDA CK RD ERIE CANAL,30 - County,1964,04/19/2017,N,6.41
gara,Pendleton (Town),.8 MI NE JCT US62 & SH425,TOWN LINE ROAD BULL CREEK,30 - County,1982,12/07/2016,N,6.77
gara,Pendleton (Town),3.2 MI N OF N TONAWANDA,TOWN LINE ROAD BULL CREEK,30 - County,1997,04/19/2017,N,7.00
gara,Porter (Town),3.8 MI N JCT RTS 18 & 104,18  18 54011048 FOUR MILE CREEK,NYSDOT,1965,04/18/2017,N,6.44
gara,Porter (Town),0.8 MI N JCT RTS 18 + 93,18  18 54011078 FOUR MILE CREEK,NYSDOT,1967,04/18/2017,N,5.75
gara,Porter (Town),2.7 MI E JCT RTS 18 + 18F,18  18 54011105 SIX MILE CREEK,NYSDOT,1989,11/10/2015,N,6.65
gara,Porter (Town),.2 MI N JCT SH 18 & SH18F,18F 18F54011096 ROBERT MOSES PKWY,2J - Niagara Frontier State,1967,05/05/2017,N,6.23
gara,Porter (Town),0.1 MI E JCT RTS 93 & 18,93  93 54011022 FOUR MILE CREEK,NYSDOT,1934,04/20/2017,N,5.00
gara,Porter (Town),2.9 MI E JCT RTS 93 + 18,93  93 54011050 SIXMILE CREEK,NYSDOT,1932,06/14/2016,N,5.87
gara,Porter (Town),3.7 MI E JCT RTS 93 + 18,93  93 54011059 TWELVEMILE CREEK,NYSDOT,1932,06/16/2016,SD,4.61
gara,Porter (Town),5.5 MI E JCT RTS 93 + 18,93  93 54011076 BR TWELVEMILE CRK,NYSDOT,1921,04/22/2016,SD,4.00
gara,Porter (Town),1.1 MI NE YOUNGSTOWN,957A 957A54014096 957A 957A54015R02,2J - Niagara Frontier State,1967,04/20/2017,FO,6.56
gara,Porter (Town),2.8 MI NE OF YOUNGSTOWN,957A 957A54014113 FOURMILE CREEK,2J - Niagara Frontier State,1967,04/05/2017,N,5.98
gara,Porter (Town),2.8 MI NE OF YOUNGSTOWN,957A 957A54014113 FOURMILE CREEK,2J - Niagara Frontier State,1967,04/05/2017,N,6.05
gara,Porter (Town),3.1 MI NE YOUNGSTOWN,957A 957A54014117 PARK-ENTRANCE RD,2J - Niagara Frontier State,1967,05/31/2016,SD,5.62
gara,Porter (Town),3.1 MI NE YOUNGSTOWN,957A 957A54014117 PARK-ENTRANCE RD.,2J - Niagara Frontier State,1967,06/08/2016,N,5.71
gara,Porter (Town),JCT RT 18F & NIAGARA PKWY,957A 957A54015R09 18F  18F54011074,2J - Niagara Frontier State,1967,08/21/2017,N,5.98
gara,Porter (Town),JCT RT 18F & NIAGARA PKWY,957A 957A54015R09 18F  18F54011074,2J - Niagara Frontier State,1967,08/21/2017,N,5.72
gara,Porter (Town),1.2 MI SE OF YOUNGSTOWN,957A957A54014081 BLAIRVLLE RD-CR86,2J - Niagara Frontier State,1965,07/05/2016,FO,6.03
gara,Porter (Town),1.2 MI SE OF YOUNGSTOWN,957A957A54014081 BLAIRVLLE RD-CR86,2J - Niagara Frontier State,1965,06/09/2016,N,6.23
gara,Porter (Town),1.0 MI E JCT RTS 93 & 18F,957A957A54014090 93  93 54011010,2J - Niagara Frontier State,1965,08/04/2017,N,6.19
gara,Porter (Town),1.3 MI SW OF RANSOMVILLE,BALMER ROAD TWELVEMILE CREEK,30 - County,1986,07/27/2016,N,6.37
gara,Porter (Town),1.9 MI NW OF RANSOMVILLE,BRALEY ROAD TWELVEMILE CREEK,30 - County,1948,08/01/2016,N,5.61
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
gara,Porter (Town),1.4 MI W OF RANSOMVILLE,DICKERSONVILLE RD BR TWELVEMILE CRK,40 - Town,1995,09/13/2016,N,6.29
gara,Porter (Town),"New Rd, E of Ransomville",NEW ROAD BEAVER CREEK,40 - Town,1995,09/20/2016,N,6.32
gara,Porter (Town),2.5 MI W OF RANSOMVILLE,PORTER CENTER RD SIXMILE CREEK,30 - County,1940,09/13/2016,SD,5.78
gara,Porter (Town),1.4 MI N OF RANSOMVILLE,RANSOMVILLE ROAD TWELVEMILE CREEK,30 - County,1933,09/19/2016,N,5.91
gara,Porter (Town),3 MI EAST OF YOUNGSTOWN,YOUNGSTOWN ROAD SIXMILE CREEK,30 - County,2015,12/14/2015,N,7.00
gara,Royalton (Town),2.5 MI E JCT SH 31 & SH77,77  77 54031080 EIGHTEEN MILE CRK,NYSDOT,1918,05/22/2017,FO,5.39
gara,Royalton (Town),7.7 MI NW AKRON VILLAGE,93  93 54013072 MUD CREEK,NYSDOT,1933,04/20/2016,N,6.60
gara,Royalton (Town),JCT RT 93 + TONAWANDA CR,93  93 54013098 TONAWANDA CREEK,NYSDOT,1960,09/26/2016,N,4.76
gara,Royalton (Town),1.7 MI SOUTH OF DYSINGER,BLOCK CHURCH ROAD MUD CREEK,30 - County,1983,07/12/2016,N,6.62
gara,Royalton (Town),.8 MI W JCT SH271 & CANAL,CARMEN ROAD ERIE CANAL,30 - County,1994,09/16/2016,N,6.84
gara,Royalton (Town),1.4 MI SE OF WOLCOTTSVLLE,DITCH ROAD BLACK CREEK,30 - County,1947,08/25/2016,N,6.33
gara,Royalton (Town),GASPORT EAST,EAST AVENUE EIGHTEEN MILE CRK,40 - Town,1959,09/15/2016,N,5.00
gara,Royalton (Town),1.6 MI. S OF MIDDLEPORT,FREEMAN ROAD OAK ORCHARD CREEK,40 - Town,2007,10/14/2015,N,6.72
gara,Royalton (Town),IN GASPORT,GASPORT ROAD ERIE CANAL,NYSDOT,1913,11/15/2016,FO,5.43
gara,Royalton (Town),1.6 MI SOUTH OF GASPORT,GASPORT ROAD EIGHTEEN MILE CRK,30 - County,1916,12/07/2016,N,5.43
gara,Royalton (Town),1.4 MI E OF WALCOTTSVILLE,GRISWOLD STREET TRIB MUD CREEK,30 - County,1963,04/25/2017,N,5.00
gara,Royalton (Town),.3 MI E OF WOLCOTTSVILLE,MANN ROAD MUD CREEK,30 - County,1952,10/10/2016,N,5.38
gara,Royalton (Town),2.0 MI. SW OF GASPORT,MILL ROAD EIGHTEEN MILE CRK,40 - Town,1989,09/07/2016,N,6.61
gara,Royalton (Town),3.4 MI W OF WOLCOTTSVILLE,MILLER ROAD MUD CREEK,30 - County,1951,11/04/2015,N,6.22
gara,Royalton (Town),1 MI S of MIDDLEPORT,Mountain Road Oak Orchard Creek,40 - Town,2007,05/03/2016,N,6.33
gara,Royalton (Town),1 MILE WEST OF GASPORT,ORANGEPORT ROAD ERIE CANAL,NYSDOT,1993,06/11/2015,N,5.76
gara,Royalton (Town),1.5 MILES EAST OF RAPIDS,RIDDLE ROAD MUD CREEK,30 - County,1954,07/06/2016,N,6.29
gara,Royalton (Town),.1 MI E OF WALCOTTSVILLE,ROYALTON CTR ROAD MUD CREEK,30 - County,1964,08/16/2016,N,5.46
gara,Royalton (Town),2.2 MILES NE OF RAPIDS,SIMMS ROAD MUD CREEK,30 - County,2003,09/12/2017,N,6.71
gara,Royalton (Town),2.6 MI. E OF RAPIDS,SIMMS ROAD TRIB MUD CREEK,40 - Town,2007,10/09/2015,N,6.11
gara,Royalton (Town),1 MILE NE OF GASPORT,SLAYTON SETTMT RD EIGHTEEN MILE CRK,30 - County,1966,10/04/2016,SD,4.00
gara,Royalton (Town),4 MI W JCT SH271 & CANAL,SLAYTON SETTMT RD ERIE CANAL,NYSDOT,1911,11/10/2016,SD,5.09
gara,Royalton (Town),2.0 MI W OF MIDDLEPORT,TOWNLINE ROAD JOHNSON CREEK,40 - Town,1966,08/30/2016,N,5.74
gara,Somerset (Town),2.0 MI W JCT RTS 18 & 148,18  18 54011299 FISH CREEK,NYSDOT,2000,10/18/2016,N,6.33
gara,Somerset (Town),2.8 MI E JCT RTS 18 & 148,18  18 54011363 GOLDEN HILL CREEK,NYSDOT,2000,10/17/2016,N,6.71
gara,Somerset (Town),.9 MILE EAST OF APPLETON,APPLETON W SOM RD FISH CREEK,30 - County,1937,09/15/2016,N,6.00
gara,Somerset (Town),3.2 MI EAST OF SOMERSET,CARMEN ROAD GOLDEN HILL CREEK,30 - County,1949,06/21/2017,N,4.93
gara,Somerset (Town),3.1 MI EAST OF SOMERSET,CARMEN ROAD GOLDEN HILL CREEK,30 - County,1948,09/07/2016,N,5.26
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
gara,Somerset (Town),1.1 MI EAST OF BARKER,HAIGHT ROAD GOLDEN HILL CREEK,30 - County,2003,09/16/2015,N,6.44
gara,Somerset (Town),2.4 MI NW OF BARKER,HARTLAND ROAD FISH CREEK,40 - Town,1951,10/19/2016,N,3.00
gara,Somerset (Town),1.0 MI. W OF BARKER,HARTLAND ROAD GOLDEN HILL CREEK,30 - County,1948,08/30/2016,N,5.92
gara,Somerset (Town),2.8 MILES WEST OF BARKER,HOSMER ROAD FISH CREEK,30 - County,1927,10/19/2015,SD,4.51
gara,Somerset (Town),1.6 MILES EAST OF BARKER,JOHNSON CREEK RD GOLDEN HILL CREEK,30 - County,1958,10/19/2016,N,4.88
gara,Somerset (Town),3.0 MI NE OF BARKER,LOWER LAKE ROAD FISH CREEK,40 - Town,2011,11/05/2015,N,6.26
gara,Somerset (Town),.6 MI S OF THIRTYMILE PT,LOWER LAKE ROAD GOLDEN HILL CREEK,30 - County,1949,06/21/2017,N,6.46
gara,Somerset (Town),4.3 MI NE OF BARKER,PARK ENTRANCE RD GOLDEN HILL CRK,2J - Niagara Frontier State,1991,11/07/2016,N,7.00
gara,Somerset (Town),.8 MILE NORTH OF SOMERSET,QUAKER ROAD FISH CREEK,30 - County,2007,06/08/2016,N,6.33
gara,Somerset (Town),1.2 MI. W OF BARKER,WEST SOMERSET RD GOLDEN HILL CREEK,30 - County,2006,10/19/2016,N,7.00
gara,Wheatfield (Town),0.3 MI S JCT RTS 62 & 425,62  62 54041004 SAWYER CREEK,NYSDOT,1998,06/16/2016,N,6.42
gara,Wheatfield (Town),2.3 MI NW JCT RTS 62 +429,62  62 54043045 BERGHOLTZ CREEK,NYSDOT,2012,11/21/2016,N,6.09
gara,Wheatfield (Town),AT JCT RTS 62 & 425,425 425 54012000 SAWYER CREEK,NYSDOT,1997,06/16/2017,N,6.00
gara,Wheatfield (Town),1.8 MI S JCT RTS 429 & 31,429 429 54012033 BERGHOLTZ CREEK,NYSDOT,1997,05/04/2016,N,6.85
gara,Wheatfield (Town),.4 MI S JCT 952V & US 62,952V952V54011015 BERGHOLTZ CREEK,NYSDOT,1963,11/01/2016,N,6.72
gara,Wheatfield (Town),.6 MI. E OF NIAGARA FALLS,CAYUGA DR EXT BERGHOLTZ CREEK,40 - Town,1958,09/21/2016,N,4.00
gara,Wheatfield (Town),2.7 MI N OF N TONAWANDA,HILL ROAD BULL CREEK,30 - County,1990,05/13/2016,N,6.89
gara,Wheatfield (Town),1.3 MI NW OF ST JOHNSBURG,HUNT STREET BERGHOLTZ CREEK,30 - County,1940,05/09/2017,N,5.68
gara,Wheatfield (Town),1 MI NE OF N TONAWANDA,LOCKPORT AVENUE SAWYER CREEK,30 - County,1986,09/27/2016,N,6.68
gara,Wheatfield (Town),1.3 MI SOUTH OF SANBORN,LOCKPORT ROAD BERGHOLTZ CREEK,30 - County,2014,05/25/2016,SD,6.33
gara,Wheatfield (Town),3.1 MI SOUTH OF SHAWNEE,LOVELAND ROAD BULL CREEK,30 - County,1937,11/02/2015,N,6.11
gara,Wheatfield (Town),1.4 MI NW OF ST JOHNSBURG,LUTHER STREET BERGHOLTZ CREEK,30 - County,1947,10/03/2016,N,6.93
gara,Wheatfield (Town),1.2 MI N OF ST JOHNSBURG,NIAGARA ROAD BERGHOLTZ CREEK,30 - County,1929,06/20/2017,SD,4.75
gara,Wheatfield (Town),0.5 MI SE JCT RTS 62&182,PLAZA DRIVE BERGHOLTZ CREEK,40 - Town,1981,10/03/2016,N,4.78
gara,Wheatfield (Town),1.6 MI NW OF ST JOHNSBURG,ROHR STREET BERGHOLTZ CREEK,30 - County,2007,05/04/2016,N,6.41
gara,Wheatfield (Town),1 MI N OF WARD RD & RT 62,THORNWOODS DRIVE BERGHOLTZ CREEK,40 - Town,1993,05/25/2016,N,5.89
gara,Wheatfield (Town),2.8 MI N OF NO TONAWANDA,TOWN LINE ROAD BULL CREEK,30 - County,1994,04/19/2017,N,6.72
gara,Wheatfield (Town),2 MI NW OF ST JOHNSBURG,WALMORE ROAD BERGHOLTZ CREEK,30 - County,1950,09/21/2016,N,5.66
gara,Wilson (Town),.9 MI SW JCT SH18 & SH425,1818 54011170 TUSCARORA RIVER,NYSDOT,2003,11/16/2015,FO,6.66
gara,Wilson (Town),2 MI SW JCT SH 18 & SH425,18  18 54011157 TWELVE MILE CREEK,NYSDOT,1930,10/28/2016,FO,5.93
gara,Wilson (Town),1.6 MI N JCT SH425 &SH104,425 425 54012127 E B TWELVEMILE CR,NYSDOT,1930,07/19/2017,FO,5.55
gara,Wilson (Town),3.3 MI N JCT RTS 425 &104,425 425 54012144 E B TWELVEMILE CR,NYSDOT,2000,11/07/2016,N,6.71
gara,Wilson (Town),1.8 MI. N OF E WILSON,BEEBE ROAD HOPKINS CREEK,30 - County,2004,10/20/2016,N,6.09
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
erson,Adams (Town),4 MI S JCT I81 & SH 232,177 177 73011001 81I 81I73051143,NYSDOT,2015,12/10/2015,FO,6.67
erson,Adams (Town),2.3 MI S JCT RTS I81& 232,971P971P73063B03 81I 81I73051159,NYSDOT,1998,10/18/2016,FO,6.70
erson,Adams (Town),5.0 MI NW OF ADAMS CENTER,COUNTY ROAD 63 STONY CREEK,30 - County,2001,10/12/2016,N,7.00
erson,Adams (Town),1 MILE NORTH OF ADAMS,Co Rd 69 SANDY CREEK,30 - County,2010,09/29/2016,N,7.00
erson,Adams (Town),1 MI E OF ADAMS VILLAGE,LAWRENCE ROAD MIKEN BROOK,40 - Town,2004,09/07/2016,N,6.33
erson,Adams (Town),2 MILES WEST OF ADAMS,LIBERTY STREET SANDY CREEK,30 - County,2001,10/29/2015,N,6.27
erson,Adams (Town),2.0 MI N RTS I-81 + 178,MICHAEL ROAD 81I 81I73051123,NYSDOT,1959,09/21/2016,FO,6.69
erson,Adams (Town),2.0 MI N JCT I-81 + 178,MICHAEL ROAD 81I 81I73051125,NYSDOT,1959,09/22/2016,FO,6.57
erson,Adams (Town),4.5 MI W OF ADAMS CENTER,OVERTON ROAD STONY CREEK,30 - County,1938,09/19/2016,N,5.52
erson,Adams (Town),.2 MI SE EXIT 43 OF I81,RTE 971P CSX TRANSPRTATION,NYSDOT,1959,07/18/2016,N,4.97
erson,Adams (Town),3.0 MI NW OF ADAMS CENTER,SOUTH HARBOR ROAD STONY CREEK,30 - County,1987,09/20/2016,N,7.00
erson,Adams (Village),.2 MI S JCT RTS 11 & 178,11  11 73051102 SANDY CREEK,NYSDOT,1856,10/12/2016,N,5.23
erson,Adams (Village),.3 MI S JCT SH 178 & I81,81I 81I73051099 LIBERTY ST -CR 84,NYSDOT,1961,05/02/2016,FO,5.97
erson,Adams (Village),.3 MI S JCT SH 178 & I81,81I 81I73051099 LIBERTY ST -CR 84,NYSDOT,1961,05/02/2016,FO,5.28
erson,Adams (Village),0.1 MI S JCT 178 + I-81,81I 81I73051100 SANDY CREEK,NYSDOT,1961,04/26/2017,N,5.75
erson,Adams (Village),0.1 MI S JCT 178 + I-81,81I 81I73051100 SANDY CREEK,NYSDOT,1961,04/26/2017,N,5.91
erson,Adams (Village),JCT OF RTS 178 + I-81 NB,81I 81I73051101 178 178 73011098,NYSDOT,1959,05/09/2017,FO,5.68
erson,Adams (Village),JCT OF RTS 178 + I-81 SB,81I 81I73051102 178 178 73011097,NYSDOT,1959,05/09/2017,FO,5.33
erson,Adams (Village),0.1 MI E OF SR178 & I-81,I-81 NB ramps to NY178 BROWN BROOK,NYSDOT,1959,08/01/2017,N,5.00
erson,Adams (Village),0.2 MI.N.OF ADAMS,SOUTH PARK STREET SANDY CREEK,30 - County,1942,08/03/2016,FO,4.88
erson,Alexandria Bay (Village),0.4 MI SW JCT RTS 12 & 26,12  12 73063308 OTTER CREEK,NYSDOT,1978,08/21/2017,N,6.08
erson,Alexandria (Town),2.3 MI NE JCT 12 + 26B,12  12 73063334 CRANBERRY CREEK,NYSDOT,1966,07/26/2016,N,5.10
erson,Alexandria (Town),1.2 MI N JCT C R 192 & 37,37  37 73011239 JEWETT CREEK,NYSDOT,2008,10/11/2016,N,7.00
erson,Alexandria (Town),5 MI N INT I81 & S H 411,81I 81I73051443 MULLET CREEK,NYSDOT,1965,08/21/2017,N,3.00
erson,Alexandria (Town),5.2 MI N JCT I81 & SH 411,81I 81I73051445 CR 3TY ROAD 3,NYSDOT,1965,09/07/2016,FO,6.31
erson,Alexandria (Town),5.2 MI N JCT I81 & SH 411,81I 81I73051445 CR 3TY ROAD 3,NYSDOT,1965,09/07/2016,FO,6.36
erson,Alexandria (Town),7.3 MI N JCT I-81 + 411,81I 81I73051451 MULLET CREEK,NYSDOT,1965,07/21/2016,SD,7.00
erson,Alexandria (Town),7.3 MI N JCT I-81 + 411,81I 81I73051452 MULLET CREEK,NYSDOT,1965,07/24/2017,N,7.00
erson,Alexandria (Town),5.0 MI SW JCT RTS 12 + 26,81I 81I73051479 12  12 73063201,NYSDOT,1965,12/08/2015,N,4.91
erson,Alexandria (Town),5.0 MI SW JCT RTS 12 + 26,81I 81I73051479 12  12 73063270,NYSDOT,1965,12/08/2015,N,4.92
erson,Alexandria (Town),4 MI NW OF REDWOOD,COUNTY ROAD 111 CROOKED CREEK,30 - County,1919,09/13/2017,SD,4.31
erson,Alexandria (Town),1.2 MI W JCT RT 37 &CR192,COUTY ROAD 192 JEWETT CREEK,30 - County,2010,08/24/2016,N,6.11
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
erson,Alexandria (Town),5.0 MI NE OF ALEXANDER BA,CR1 CROOKED CR RD CROOKED CREEK,30 - County,1977,07/20/2016,N,6.03
erson,Alexandria (Town),0.1MI W OF ALEXANDRIA BAY,OTTER STREET OTTER CREEK,40 - Town,1989,05/09/2016,N,6.86
erson,Alexandria (Town),2.4 MI NORTH OF REDWOOD,STINE ROAD JEWETT CREEK,30 - County,1984,07/26/2016,N,5.95
erson,Alexandria (Town),4 MI N INT NATIONAL BRIDG,WESTMINSTER PK RD WESTMINSTER BROOK,30 - County,1994,08/09/2016,N,6.49
erson,Alexandria (Town),YACHT HOUSE ROAD,YACHT HOUSE ROAD MUD CREEK,2S - Thousand Islands,1987,07/30/2015,N,5.93
erson,Alexandria (Town),YACHT HOUSE ROAD,YACHT HOUSE ROAD MUD CREEK,2S - Thousand Islands,1987,07/30/2015,N,5.93
erson,Antwerp (Town),1 MILE E HAMLET OF OXBOW,COUNTY ROAD 24 EDJIM CREEK,30 - County,1980,07/24/2017,N,7.00
erson,Antwerp (Town),3.5 MI N OF PHILADELPHIA,CR 28 HALLS CREEK,30 - County,1962,07/14/2016,N,5.00
erson,Antwerp (Town),AT OXBOW,OXBOW - ROSSIE RD VROOMAN CREEK,30 - County,1987,10/31/2016,N,2.00
erson,Antwerp (Town),1 MILE SW HAMLET OF OXBOW,VROOMAN CREEK RD VROOMAN CREEK,30 - County,1983,05/11/2016,N,5.00
erson,Antwerp (Village),IN VILLAGE OF ANTWERP,COUNTY ROAD 194 INDIAN RIVER,30 - County,1880,09/13/2017,N,6.52
erson,Black River (Village),0.5 MI E JCT RTS 3 + 342,33 73023036 BLACK RIVER,NYSDOT,1948,09/07/2017,N,5.81
erson,Black River (Village),S.MAIN ST OVER BLACK RVR,MAIN STREET BLACK RIVER,30 - County,2005,08/28/2017,FO,6.91
erson,Black River (Village),S.MAIN ST OVER HYDROCANAL,SOUTH MAIN STREET NI MO POWER CANAL,30 - County,2005,09/06/2016,FO,6.87
erson,Brownville (Town),3.9 MI N JCT RTS 12&342,12  12 73063067 PERCH RIVER,NYSDOT,1990,04/25/2016,N,6.53
erson,Brownville (Town),4.1 MI N JCT 12 & 342,12  12 73063069 PERCH RIVER,NYSDOT,1990,04/25/2016,N,6.69
erson,Brownville (Town),JCT RTE 12E + PERCH R,12E 12E73012070 PERCH RIVER,NYSDOT,1893,07/11/2016,N,4.58
erson,Brownville (Town),JCT OF RTE 180 + PERCH R,180 180 73011050 PERCH RIVER,NYSDOT,1964,04/19/2016,N,5.75
erson,Brownville (Town),6.0 MI NE OF DEXTER,BROWNVILLE ROAD PERCH RIVER,30 - County,1995,08/10/2017,N,7.00
erson,Brownville (Town),1.5 MI SW OF DEXTER,COUNTY ROAD 59 PERCH RIVER,30 - County,1995,08/10/2017,N,6.71
erson,Brownville (Town),5.5 MI SW OF DEXTER,MIDDLE ROAD SHERWIN CREEK,40 - Town,1935,04/27/2016,N,5.73
erson,Brownville (Village),2.4 MI W JCT 12F & I81,NYS RT 12E PHILOMEL CREEK,30 - County,1992,04/19/2016,N,5.84
erson,Brownville (Village),0.5 MI E OF BROWNVILLE,ST LAWRENCE ST E PHILOMEL CREEK,40 - Town,2001,07/26/2017,N,5.49
erson,Cape Vincent (Town),13.0 MI NW RTS 12E + 180,12E 12E73012202 MUD CREEK,NYSDOT,1932,07/20/2016,N,5.79
erson,Cape Vincent (Town),3 MI SOUTH CAPE VINCENT,CR6 VALLEY ROAD MUD BAY INLET,30 - County,1990,07/20/2016,N,6.49
